date,open,high,low,close,volume
2024-11-19 05:00:00,141.32,147.13,140.99,147.01,227821412.0
2024-11-20 05:00:00,147.41,147.56,142.73,145.89,309821654.0
2024-11-21 05:00:00,149.35,152.89,140.7,146.67,400416570.0
2024-11-22 05:00:00,145.93,147.16,141.1,141.95,235598654.0
2024-11-25 05:00:00,141.99,142.05,135.82,136.02,344941875.0
2024-11-26 05:00:00,137.7,139.3,135.67,136.92,190283654.0
2024-11-27 05:00:00,135.01,137.22,131.8,135.34,226090912.0
2024-11-29 05:00:00,136.78,139.35,136.05,138.25,141863156.0
2024-12-02 05:00:00,138.83,140.45,137.825,138.63,171679277.0
2024-12-03 05:00:00,138.26,140.54,137.95,140.26,162451965.0
2024-12-04 05:00:00,141.995,145.79,140.29,145.14,231213095.0
2024-12-05 05:00:00,145.11,146.54,143.95,145.06,172558660.0
2024-12-06 05:00:00,144.6,145.7,141.31,142.44,188475973.0
2024-12-09 05:00:00,138.97,139.95,137.13,138.81,188405025.0
2024-12-10 05:00:00,139.01,141.82,133.79,135.07,209987888.0
2024-12-11 05:00:00,137.36,140.17,135.21,139.31,184742692.0
2024-12-12 05:00:00,137.08,138.44,135.8,137.34,159211393.0
2024-12-13 05:00:00,138.94,139.6,132.54,134.25,231337881.0
2024-12-16 05:00:00,134.18,134.4,130.42,132.0,237683653.0
2024-12-17 05:00:00,129.09,131.59,126.86,130.39,259136513.0
2024-12-18 05:00:00,133.86,136.7,128.28,128.91,277212733.0
2024-12-19 05:00:00,131.76,134.03,129.55,130.68,209716290.0
2024-12-20 05:00:00,129.81,135.28,128.22,134.7,304366553.0
2024-12-23 05:00:00,136.28,139.79,135.1201,139.67,175415306.0
2024-12-24 05:00:00,140.0,141.9,138.65,140.22,105156989.0
2024-12-26 05:00:00,139.7,140.85,137.73,139.93,116519090.0
2024-12-27 05:00:00,138.55,139.02,134.71,137.01,170555003.0
2024-12-30 05:00:00,134.83,140.27,134.02,137.49,167025700.0
2024-12-31 05:00:00,138.03,138.07,133.83,134.29,154668311.0
2025-01-02 05:00:00,136.0,138.88,134.63,138.31,198226166.0
2025-01-03 05:00:00,140.01,144.9,139.73,144.47,229300628.0
2025-01-06 05:00:00,148.59,152.156,147.8201,149.43,265356909.0
2025-01-07 05:00:00,153.03,153.13,140.01,140.14,351724174.0
2025-01-08 05:00:00,142.58,143.95,137.56,140.11,227288848.0
2025-01-10 05:00:00,137.45,139.92,134.22,135.91,207559414.0
2025-01-13 05:00:00,129.99,133.49,129.51,133.23,204581014.0
2025-01-14 05:00:00,136.05,136.38,130.05,131.76,195464885.0
2025-01-15 05:00:00,133.65,136.45,131.29,136.24,185129838.0
2025-01-16 05:00:00,138.64,138.75,133.49,133.57,208706783.0
2025-01-17 05:00:00,136.69,138.5,135.4649,137.71,200876684.0
2025-01-21 05:00:00,139.16,141.83,137.09,140.83,197696885.0
2025-01-22 05:00:00,144.66,147.79,143.67,147.07,237617040.0
2025-01-23 05:00:00,145.05,147.23,143.72,147.22,155909592.0
2025-01-24 05:00:00,148.37,148.97,141.88,142.62,234644435.0
2025-01-27 05:00:00,124.8,128.4,116.7,118.42,817690876.0
2025-01-28 05:00:00,121.81,129.0,116.25,128.99,579493750.0
2025-01-29 05:00:00,126.5,126.89,120.05,123.7,466646840.0
2025-01-30 05:00:00,123.1,125.0,118.1,124.65,392771367.0
2025-01-31 05:00:00,123.78,127.85,119.19,120.07,388011099.0
2025-02-03 05:00:00,114.75,118.57,113.01,116.66,369669577.0
2025-02-04 05:00:00,116.96,121.2,116.7,118.65,253381586.0
2025-02-05 05:00:00,121.76,125.0,120.76,124.83,262825249.0
2025-02-06 05:00:00,127.42,128.77,125.21,128.68,251483574.0
2025-02-07 05:00:00,129.22,130.37,125.0,129.84,228121198.0
2025-02-10 05:00:00,130.09,135.0,129.96,133.57,216895986.0
2025-02-11 05:00:00,132.58,134.48,131.02,132.8,178900279.0
2025-02-12 05:00:00,130.02,132.24,129.08,131.14,160278552.0
2025-02-13 05:00:00,131.555,136.5,131.17,135.29,197334835.0
2025-02-14 05:00:00,136.48,139.25,135.5,138.85,195435363.0
2025-02-18 05:00:00,141.27,143.44,137.925,139.4,219173591.0
2025-02-19 05:00:00,139.51,141.36,137.22,139.23,167524206.0
2025-02-20 05:00:00,140.03,140.66,136.7901,140.11,143894123.0
2025-02-21 05:00:00,140.04,141.46,134.03,134.43,228098935.0
2025-02-24 05:00:00,136.56,138.59,130.08,130.28,251165137.0
2025-02-25 05:00:00,129.98,130.2,124.44,126.63,271310011.0
2025-02-26 05:00:00,129.985,133.73,128.49,131.28,322493814.0
2025-02-27 05:00:00,135.0,135.01,120.01,120.15,443130950.0
2025-02-28 05:00:00,118.02,125.09,116.4,124.92,389091145.0
2025-03-03 05:00:00,123.51,123.7,112.28,114.06,411115773.0
2025-03-04 05:00:00,110.645,119.31,110.11,115.99,397827425.0
2025-03-05 05:00:00,117.58,118.2781,114.51,117.3,284316386.0
2025-03-06 05:00:00,113.53,115.35,110.22,110.57,320436861.0
2025-03-07 05:00:00,111.25,113.48,107.56,112.69,340735468.0
2025-03-10 04:00:00,109.9,111.85,105.46,106.98,366260463.0
2025-03-11 04:00:00,106.99,112.236,104.77,108.76,353196487.0
2025-03-12 04:00:00,114.12,116.76,112.88,115.74,323857454.0
2025-03-13 04:00:00,117.03,117.76,113.79,115.58,298827031.0
2025-03-14 04:00:00,118.61,121.88,118.15,121.67,276484855.0
2025-03-17 04:00:00,122.74,122.89,118.03,119.53,255501481.0
2025-03-18 04:00:00,118.0,119.02,114.54,115.43,299612031.0
2025-03-19 04:00:00,117.27,120.445,115.68,117.52,273417345.0
2025-03-20 04:00:00,116.55,120.2,116.47,118.53,248828549.0
2025-03-21 04:00:00,116.94,117.99,115.42,117.7,266498528.0
2025-03-24 04:00:00,119.88,122.22,119.34,121.41,227399684.0
2025-03-25 04:00:00,120.545,121.29,118.92,120.69,167162198.0
2025-03-26 04:00:00,118.73,118.84,112.71,113.76,296091617.0
2025-03-27 04:00:00,111.35,114.45,110.66,111.43,236887555.0
2025-03-28 04:00:00,111.485,112.87,109.0701,109.67,229872549.0
2025-03-31 04:00:00,105.13,110.955,103.65,108.38,299132653.0
2025-04-01 04:00:00,108.515,110.2,106.47,110.15,222527384.0
2025-04-02 04:00:00,107.29,111.98,106.79,110.42,220483243.0
2025-04-03 04:00:00,103.51,105.63,101.6,101.8,338692412.0
2025-04-04 04:00:00,98.91,100.13,92.11,94.31,532052710.0
2025-04-07 04:00:00,87.46,101.75,86.62,97.64,610884947.0
2025-04-08 04:00:00,103.805,105.85,94.46,96.3,476243390.0
2025-04-09 04:00:00,98.89,115.1,97.5301,114.33,612830336.0
2025-04-10 04:00:00,109.37,110.86,99.15,107.57,437770503.0
2025-04-11 04:00:00,108.5,111.5499,107.48,110.93,313052615.0
2025-04-14 04:00:00,114.11,114.29,109.07,110.71,264683346.0
2025-04-15 04:00:00,110.97,113.615,110.5,112.2,228966900.0
2025-04-16 04:00:00,104.55,106.79,100.45,104.49,397016870.0
2025-04-17 04:00:00,104.45,104.47,100.05,101.49,292472120.0
2025-04-21 04:00:00,98.77,99.44,95.04,96.91,287634736.0
2025-04-22 04:00:00,98.78,99.811,97.28,98.89,240704784.0
2025-04-23 04:00:00,104.52,104.8,102.02,102.71,247160684.0
2025-04-24 04:00:00,103.475,106.54,103.11,106.43,220719441.0
2025-04-25 04:00:00,106.85,111.92,105.73,111.01,250989422.0
2025-04-28 04:00:00,109.69,110.3699,106.02,108.73,207708479.0
2025-04-29 04:00:00,107.67,110.1999,107.44,109.02,170434063.0
2025-04-30 04:00:00,104.47,108.92,104.08,108.92,235044611.0
2025-05-01 04:00:00,113.08,114.94,111.3,111.61,236099382.0
2025-05-02 04:00:00,114.18,115.4,113.37,114.5,190083778.0
2025-05-05 04:00:00,112.905,114.665,112.66,113.82,133078241.0
2025-05-06 04:00:00,111.48,114.74,110.822,113.54,158525621.0
2025-05-07 04:00:00,113.045,117.68,112.2818,117.06,207827821.0
2025-05-08 04:00:00,118.25,118.68,115.85,117.37,198428122.0
2025-05-09 04:00:00,117.35,118.23,115.21,116.65,132972189.0
2025-05-12 04:00:00,121.97,123.0,120.28,123.0,225023345.0
2025-05-13 04:00:00,124.98,131.2189,124.47,129.93,330430105.0
2025-05-14 04:00:00,133.195,135.435,131.68,135.34,281180830.0
2025-05-15 04:00:00,134.295,136.3,132.66,134.83,226632563.0
2025-05-16 04:00:00,136.22,136.35,133.46,135.4,226542451.0
2025-05-19 04:00:00,132.39,135.87,132.39,135.57,193154571.0
2025-05-20 04:00:00,134.29,134.58,132.62,134.38,161514247.0
2025-05-21 04:00:00,133.06,137.4,130.59,131.8,270608738.0
2025-05-22 04:00:00,132.23,134.25,131.55,132.83,187343954.0
2025-05-23 04:00:00,130.0,132.68,129.16,131.29,198821324.0
2025-05-27 04:00:00,134.15,135.66,133.31,135.5,192953613.0
2025-05-28 04:00:00,136.025,137.25,134.79,134.81,304021146.0
2025-05-29 04:00:00,142.245,143.49,137.91,139.19,370615167.0
2025-05-30 04:00:00,138.715,139.62,132.92,135.13,333170851.0
2025-06-02 04:00:00,135.49,138.12,135.4,137.38,197663116.0
2025-06-03 04:00:00,138.78,142.0,137.95,141.22,225578783.0
2025-06-04 04:00:00,142.19,142.39,139.545,141.92,167120819.0
2025-06-05 04:00:00,142.17,144.0,138.83,139.99,232410759.0
2025-06-06 04:00:00,142.51,143.27,141.51,141.72,153986153.0
2025-06-09 04:00:00,143.19,145.0,141.94,142.63,185114494.0
2025-06-10 04:00:00,142.69,144.29,141.525,143.96,155881897.0
2025-06-11 04:00:00,144.61,144.99,141.87,142.83,167694044.0
2025-06-12 04:00:00,141.97,145.0,141.85,145.0,162364991.0
2025-06-13 04:00:00,142.48,143.58,140.855,141.97,180820565.0
2025-06-16 04:00:00,143.345,146.175,143.2001,144.69,183133666.0
2025-06-17 04:00:00,144.49,145.22,143.78,144.12,139108000.0
2025-06-18 04:00:00,144.005,145.65,143.12,145.48,161494121.0
2025-06-20 04:00:00,145.45,146.2,142.65,143.85,242956157.0
2025-06-23 04:00:00,142.5,144.78,142.03,144.17,154308941.0
2025-06-24 04:00:00,145.56,147.96,145.5,147.9,187566121.0
2025-06-25 04:00:00,149.27,154.45,149.26,154.31,269146471.0
2025-06-26 04:00:00,155.975,156.715,154.0,155.02,198145746.0
2025-06-27 04:00:00,156.04,158.71,155.255,157.75,263234539.0
2025-06-30 04:00:00,158.4,158.66,155.96,157.99,194580316.0
2025-07-01 04:00:00,156.29,157.2,151.49,153.3,213144009.0
